MMSI,BaseDateTi,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Cargo,Transceive
477131400,2021-11-05 02:58:31,40.65273,-74.05514000000002,8.8,194.1,195,COOPER ISLAND,IMO9668910,VRRD6,70,0,12.8,70,A
477131400,2021-11-05 02:59:41,40.65,-74.05596,8.3,189.6,190,COOPER ISLAND,IMO9668910,VRRD6,70,0,12.8,70,A
477131400,2021-11-05 03:00:02,40.64924,-74.05609,8.2,187.3,190,COOPER ISLAND,IMO9668910,VRRD6,70,0,12.8,70,A
477131400,2021-11-05 03:01:11,40.64661,-74.05651,7.9,188.0,188,COOPER ISLAND,IMO9668910,VRRD6,70,0,12.8,70,A
477131400,2021-11-05 03:02:20,40.64413,-74.05686,7.7,185.6,186,COOPER ISLAND,IMO9668910,VRRD6,70,0,12.8,70,A
477131400,2021-11-05 03:03:21,40.64209,-74.05714,7.1,186.2,185,COOPER ISLAND,IMO9668910,VRRD6,70,0,12.8,70,A
477131400,2021-11-05 03:04:30,40.63988,-74.05741,6.6,184.6,182,COOPER ISLAND,IMO9668910,VRRD6,70,0,12.8,70,A
477131400,2021-11-05 03:05:40,40.63795,-74.0576,6.1,182.5,177,COOPER ISLAND,IMO9668910,VRRD6,70,0,12.8,70,A
477131400,2021-11-05 03:06:50,40.63596,-74.05761,5.7,179.6,170,COOPER ISLAND,IMO9668910,VRRD6,70,0,12.8,70,A
477131400,2021-11-05 03:07:51,40.63436,-74.0575,5.4,174.9,169,COOPER ISLAND,IMO9668910,VRRD6,70,0,12.8,70,A
477131400,2021-11-05 03:09:02,40.63266,-74.05733000000002,5.1,176.9,165,COOPER ISLAND,IMO9668910,VRRD6,70,0,12.8,70,A
477131400,2021-11-05 03:10:12,40.63105,-74.05711,4.8,171.2,161,COOPER ISLAND,IMO9668910,VRRD6,70,0,12.8,70,A
477131400,2021-11-05 03:11:21,40.62958,-74.05679,4.5,170.2,162,COOPER ISLAND,IMO9668910,VRRD6,70,0,12.8,70,A
477131400,2021-11-05 03:12:31,40.62817,-74.05645,4.3,169.8,163,COOPER ISLAND,IMO9668910,VRRD6,70,0,12.8,70,A
477131400,2021-11-05 03:13:32,40.62698,-74.05618,4.2,173.4,160,COOPER ISLAND,IMO9668910,VRRD6,70,0,12.8,70,A
477131400,2021-11-05 03:14:40,40.62566,-74.05597,4.0,171.6,155,COOPER ISLAND,IMO9668910,VRRD6,70,0,12.8,70,A
477131400,2021-11-05 03:15:51,40.62439000000001,-74.05565,3.8,167.7,154,COOPER ISLAND,IMO9668910,VRRD6,70,0,12.8,70,A
477131400,2021-11-05 03:17:00,40.62322,-74.0553,3.6,166.5,153,COOPER ISLAND,IMO9668910,VRRD6,70,0,12.8,70,A
477131400,2021-11-05 03:18:11,40.62211,-74.05492,3.6,165.0,152,COOPER ISLAND,IMO9668910,VRRD6,70,0,12.8,70,A
477131400,2021-11-05 03:19:22,40.621,-74.0545,3.5,163.1,153,COOPER ISLAND,IMO9668910,VRRD6,70,0,12.8,70,A
477131400,2021-11-05 03:20:32,40.61992,-74.05405999999998,3.5,163.3,154,COOPER ISLAND,IMO9668910,VRRD6,70,0,12.8,70,A
477131400,2021-11-05 03:21:42,40.61886,-74.05365,3.4,163.5,154,COOPER ISLAND,IMO9668910,VRRD6,70,0,12.8,70,A
477131400,2021-11-05 03:22:51,40.61777,-74.05326,3.4,162.8,154,COOPER ISLAND,IMO9668910,VRRD6,70,0,12.8,70,A
477131400,2021-11-05 03:24:01,40.61675,-74.05278,3.7,161.3,154,COOPER ISLAND,IMO9668910,VRRD6,70,0,12.8,70,A
477131400,2021-11-05 03:25:10,40.61547,-74.05215,4.9,159.8,155,COOPER ISLAND,IMO9668910,VRRD6,70,0,12.8,70,A
477131400,2021-11-05 03:26:22,40.61362,-74.05127,7.1,158.7,155,COOPER ISLAND,IMO9668910,VRRD6,70,0,12.8,70,A
477131400,2021-11-05 03:27:31,40.61112,-74.04993,9.6,157.0,155,COOPER ISLAND,IMO9668910,VRRD6,70,0,12.8,70,A
477131400,2021-11-05 03:28:41,40.60798,-74.04814,11.3,156.1,155,COOPER ISLAND,IMO9668910,VRRD6,70,0,12.8,70,A
477131400,2021-11-05 03:29:50,40.60442000000001,-74.04625,12.3,154.9,159,COOPER ISLAND,IMO9668910,VRRD6,70,0,12.8,70,A
477131400,2021-11-05 03:31:01,40.60068,-74.04411999999998,12.9,160.6,164,COOPER ISLAND,IMO9668910,VRRD6,70,0,12.8,70,A
477131400,2021-11-05 03:32:11,40.59659,-74.04253,13.3,165.6,165,COOPER ISLAND,IMO9668910,VRRD6,70,0,12.8,70,A
477131400,2021-11-05 03:33:22,40.59236,-74.04120999999998,13.6,166.4,165,COOPER ISLAND,IMO9668910,VRRD6,70,0,12.8,70,A
477131400,2021-11-05 03:34:31,40.58809,-74.03990999999998,13.8,166.8,163,COOPER ISLAND,IMO9668910,VRRD6,70,0,12.8,70,A
477131400,2021-11-05 03:35:40,40.58373,-74.03844000000002,13.8,164.0,161,COOPER ISLAND,IMO9668910,VRRD6,70,0,12.8,70,A
477131400,2021-11-05 03:36:51,40.57939,-74.03676999999998,13.7,163.9,159,COOPER ISLAND,IMO9668910,VRRD6,70,0,12.8,70,A
477131400,2021-11-05 03:37:52,40.57578,-74.03532,13.6,162.3,158,COOPER ISLAND,IMO9668910,VRRD6,70,0,12.8,70,A
477131400,2021-11-05 03:39:01,40.5716,-74.03353,13.6,161.6,159,COOPER ISLAND,IMO9668910,VRRD6,70,0,12.8,70,A
