MMSI,BaseDateTi,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Cargo,Transceive
636018362,2021-11-23 00:28:41,40.57299,-74.03112,11.1,348.0,350,JASMINE,IMO9514327,D5PJ3,70,0,10.1,70,A
636018362,2021-11-23 00:29:43,40.57592,-74.03189,11.1,348.0,350,JASMINE,IMO9514327,D5PJ3,70,0,10.1,70,A
636018362,2021-11-23 00:30:52,40.57975,-74.03282,11.2,350.0,348,JASMINE,IMO9514327,D5PJ3,70,0,10.1,70,A
636018362,2021-11-23 00:32:01,40.58314,-74.03397,11.0,340.0,341,JASMINE,IMO9514327,D5PJ3,70,0,10.1,70,A
636018362,2021-11-23 00:33:13,40.58618,-74.03531,11.1,341.0,342,JASMINE,IMO9514327,D5PJ3,70,0,10.1,70,A
636018362,2021-11-23 00:34:23,40.59002,-74.03698,11.1,341.0,342,JASMINE,IMO9514327,D5PJ3,70,0,10.1,70,A
636018362,2021-11-23 00:35:53,40.59438,-74.0388,11.1,343.0,344,JASMINE,IMO9514327,D5PJ3,70,0,10.1,70,A
636018362,2021-11-23 00:37:01,40.59775,-74.04014000000002,11.1,342.0,344,JASMINE,IMO9514327,D5PJ3,70,0,10.1,70,A
636018362,2021-11-23 00:38:12,40.60136,-74.04160999999998,11.3,342.0,344,JASMINE,IMO9514327,D5PJ3,70,0,10.1,70,A
636018362,2021-11-23 00:39:21,40.60475,-74.04305,11.3,342.0,344,JASMINE,IMO9514327,D5PJ3,70,0,10.1,70,A
636018362,2021-11-23 00:40:32,40.60839,-74.04458000000002,11.3,342.0,344,JASMINE,IMO9514327,D5PJ3,70,0,10.1,70,A
636018362,2021-11-23 00:41:41,40.61178,-74.04595,11.1,342.0,344,JASMINE,IMO9514327,D5PJ3,70,0,10.1,70,A
636018362,2021-11-23 00:42:51,40.61523,-74.0474,11.0,342.0,345,JASMINE,IMO9514327,D5PJ3,70,0,10.1,70,A
636018362,2021-11-23 00:44:02,40.6187,-74.04869000000002,11.0,344.0,346,JASMINE,IMO9514327,D5PJ3,70,0,10.1,70,A
636018362,2021-11-23 00:45:11,40.62211,-74.04986,11.1,345.0,346,JASMINE,IMO9514327,D5PJ3,70,0,10.1,70,A
636018362,2021-11-23 00:46:22,40.62566,-74.05105999999998,11.1,345.0,346,JASMINE,IMO9514327,D5PJ3,70,0,10.1,70,A
636018362,2021-11-23 00:47:31,40.62917,-74.05225,11.1,345.0,346,JASMINE,IMO9514327,D5PJ3,70,0,10.1,70,A
636018362,2021-11-23 00:48:32,40.63212,-74.05324,11.1,345.0,347,JASMINE,IMO9514327,D5PJ3,70,0,10.1,70,A
636018362,2021-11-23 00:49:42,40.63567000000001,-74.05439,11.1,345.0,346,JASMINE,IMO9514327,D5PJ3,70,0,10.1,70,A
636018362,2021-11-23 00:50:52,40.63918,-74.05549,11.0,350.0,358,JASMINE,IMO9514327,D5PJ3,70,0,10.1,70,A
636018362,2021-11-23 00:52:01,40.6426,-74.05558,10.8,3.0,7,JASMINE,IMO9514327,D5PJ3,70,0,10.1,70,A
636018362,2021-11-23 00:53:12,40.64619,-74.05513,10.7,6.0,9,JASMINE,IMO9514327,D5PJ3,70,0,10.1,70,A
636018362,2021-11-23 00:54:21,40.6496,-74.05458,10.7,7.0,15,JASMINE,IMO9514327,D5PJ3,70,0,10.1,70,A
636018362,2021-11-23 00:55:31,40.65295,-74.05341999999997,10.6,18.0,22,JASMINE,IMO9514327,D5PJ3,70,0,10.1,70,A
636018362,2021-11-23 00:56:42,40.6562,-74.05181999999998,10.7,20.0,22,JASMINE,IMO9514327,D5PJ3,70,0,10.1,70,A
636018362,2021-11-23 00:57:51,40.65946,-74.05018000000003,10.7,20.0,22,JASMINE,IMO9514327,D5PJ3,70,0,10.1,70,A
636018362,2021-11-23 00:59:01,40.6627,-74.04845,10.8,23.0,24,JASMINE,IMO9514327,D5PJ3,70,0,10.1,70,A
636018362,2021-11-23 01:00:01,40.66548,-74.04692,10.9,23.0,24,JASMINE,IMO9514327,D5PJ3,70,0,10.1,70,A
636018362,2021-11-23 01:01:02,40.66832,-74.04531999999998,10.9,23.0,24,JASMINE,IMO9514327,D5PJ3,70,0,10.1,70,A
636018362,2021-11-23 01:02:12,40.67157,-74.0435,10.9,23.0,24,JASMINE,IMO9514327,D5PJ3,70,0,10.1,70,A
636018362,2021-11-23 01:03:22,40.67484,-74.04163,11.0,23.0,23,JASMINE,IMO9514327,D5PJ3,70,0,10.1,70,A
636018362,2021-11-23 01:04:31,40.67807,-74.03983000000002,11.0,23.0,24,JASMINE,IMO9514327,D5PJ3,70,0,10.1,70,A
