MMSI,BaseDateTi,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Cargo,Transceive
256624000,2021-11-26 12:24:16,40.57371,-74.03286999999997,9.7,346.7,345,TIZIANA,IMO9744764,9HA3965,70,0,,70,A
256624000,2021-11-26 12:25:26,40.5767,-74.03381999999998,9.1,346.9,345,TIZIANA,IMO9744764,9HA3965,70,0,,70,A
256624000,2021-11-26 12:26:27,40.57908,-74.03459000000002,8.6,346.6,345,TIZIANA,IMO9744764,9HA3965,70,0,,70,A
256624000,2021-11-26 12:27:36,40.58175,-74.03542,8.5,344.7,343,TIZIANA,IMO9744764,9HA3965,70,0,,70,A
256624000,2021-11-26 12:28:46,40.5845,-74.0364,9.0,344.9,343,TIZIANA,IMO9744764,9HA3965,70,0,,70,A
256624000,2021-11-26 12:29:47,40.58695,-74.03732,9.2,344.0,343,TIZIANA,IMO9744764,9HA3965,70,0,,70,A
256624000,2021-11-26 12:30:56,40.58983,-74.03835,9.3,345.0,343,TIZIANA,IMO9744764,9HA3965,70,0,,70,A
256624000,2021-11-26 12:32:05,40.59276,-74.03941999999998,9.5,344.4,343,TIZIANA,IMO9744764,9HA3965,70,0,,70,A
256624000,2021-11-26 12:33:06,40.59533,-74.04035,9.6,344.8,343,TIZIANA,IMO9744764,9HA3965,70,0,,70,A
256624000,2021-11-26 12:34:16,40.59833,-74.04142,9.7,344.5,343,TIZIANA,IMO9744764,9HA3965,70,0,,70,A
256624000,2021-11-26 12:35:25,40.60133,-74.04253,9.7,344.5,343,TIZIANA,IMO9744764,9HA3965,70,0,,70,A
256624000,2021-11-26 12:36:35,40.60447,-74.0436,9.8,345.0,343,TIZIANA,IMO9744764,9HA3965,70,0,,70,A
256624000,2021-11-26 12:37:46,40.60764,-74.04473,9.9,344.6,342,TIZIANA,IMO9744764,9HA3965,70,0,,70,A
256624000,2021-11-26 12:38:55,40.61066,-74.04578000000002,9.6,346.4,343,TIZIANA,IMO9744764,9HA3965,70,0,,70,A
256624000,2021-11-26 12:40:06,40.61357,-74.04677,8.9,344.6,343,TIZIANA,IMO9744764,9HA3965,70,0,,70,A
256624000,2021-11-26 12:41:15,40.61633,-74.04772,8.6,344.4,343,TIZIANA,IMO9744764,9HA3965,70,0,,70,A
256624000,2021-11-26 12:42:25,40.61896,-74.04871,8.4,344.8,343,TIZIANA,IMO9744764,9HA3965,70,0,,70,A
256624000,2021-11-26 12:43:36,40.62155,-74.04961,8.2,344.7,343,TIZIANA,IMO9744764,9HA3965,70,0,,70,A
256624000,2021-11-26 12:44:46,40.62409,-74.05051999999998,7.7,345.0,343,TIZIANA,IMO9744764,9HA3965,70,0,,70,A
