MMSI,BaseDateTi,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Cargo,Transceive
431888000,2021-11-01 12:47:11,40.67088,-74.07959,0.0,217.2,298,ONE WREN,IMO9784776,7KBS,90,5,14.4,90,A
431888000,2021-11-01 12:50:11,40.67086,-74.07956999999998,0.0,217.2,298,ONE WREN,IMO9784776,7KBS,90,5,14.9,90,A
431888000,2021-11-01 12:53:11,40.6709,-74.07949,0.0,219.8,298,ONE WREN,IMO9784776,7KBS,90,5,14.9,90,A
431888000,2021-11-01 12:56:11,40.67091,-74.07956999999998,0.0,208.6,298,ONE WREN,IMO9784776,7KBS,90,5,14.9,90,A
431888000,2021-11-01 12:59:11,40.67089,-74.0796,0.0,210.4,298,ONE WREN,IMO9784776,7KBS,90,5,14.9,90,A
431888000,2021-11-01 13:02:11,40.67085,-74.07956999999998,0.0,203.7,298,ONE WREN,IMO9784776,7KBS,90,5,14.9,90,A
431888000,2021-11-01 13:05:11,40.67084000000001,-74.07956,0.0,203.7,298,ONE WREN,IMO9784776,7KBS,90,5,14.9,90,A
431888000,2021-11-01 13:08:11,40.67086,-74.07953,0.0,207.2,298,ONE WREN,IMO9784776,7KBS,90,5,14.9,90,A
431888000,2021-11-01 13:11:11,40.6709,-74.07956999999998,0.0,205.1,298,ONE WREN,IMO9784776,7KBS,90,5,14.9,90,A
431888000,2021-11-01 13:14:11,40.67091,-74.07953,0.0,204.3,298,ONE WREN,IMO9784776,7KBS,90,5,14.9,90,A
431888000,2021-11-01 13:17:11,40.67091,-74.07955,0.0,200.7,298,ONE WREN,IMO9784776,7KBS,90,5,14.9,90,A
431888000,2021-11-01 13:20:11,40.6709,-74.07956999999998,0.0,196.2,298,ONE WREN,IMO9784776,7KBS,90,5,14.9,90,A
431888000,2021-11-01 13:23:11,40.67088,-74.07955,0.0,198.8,298,ONE WREN,IMO9784776,7KBS,90,5,14.9,90,A
431888000,2021-11-01 13:26:11,40.67086,-74.07955,0.0,193.6,298,ONE WREN,IMO9784776,7KBS,90,5,14.9,90,A
431888000,2021-11-01 13:29:11,40.67082,-74.07955,0.0,195.0,298,ONE WREN,IMO9784776,7KBS,90,5,14.9,90,A
431888000,2021-11-01 13:32:11,40.67089,-74.0796,0.0,201.7,298,ONE WREN,IMO9784776,7KBS,90,5,14.9,90,A
431888000,2021-11-01 13:35:11,40.67087,-74.07956,0.0,194.3,298,ONE WREN,IMO9784776,7KBS,90,5,14.9,90,A
431888000,2021-11-01 13:38:11,40.67091,-74.07952,0.0,186.6,298,ONE WREN,IMO9784776,7KBS,90,5,14.9,90,A
431888000,2021-11-01 13:41:11,40.67095,-74.07956999999998,0.0,193.7,298,ONE WREN,IMO9784776,7KBS,90,5,14.9,90,A
431888000,2021-11-01 13:44:11,40.67092,-74.07958,0.0,159.9,298,ONE WREN,IMO9784776,7KBS,90,5,14.9,90,A
431888000,2021-11-01 13:47:11,40.67091,-74.07958,0.0,154.4,298,ONE WREN,IMO9784776,7KBS,90,5,14.9,90,A
431888000,2021-11-01 13:50:11,40.67093,-74.07961999999998,0.0,162.5,298,ONE WREN,IMO9784776,7KBS,90,5,14.9,90,A
431888000,2021-11-01 13:53:11,40.67088,-74.07954000000002,0.0,185.0,298,ONE WREN,IMO9784776,7KBS,90,5,14.9,90,A
431888000,2021-11-01 13:56:11,40.67083,-74.07952,0.0,185.0,298,ONE WREN,IMO9784776,7KBS,90,5,14.9,90,A
431888000,2021-11-01 13:59:11,40.67092,-74.07953,0.0,30.3,298,ONE WREN,IMO9784776,7KBS,90,5,14.9,90,A
431888000,2021-11-01 14:02:11,40.6709,-74.07954000000002,0.0,182.8,298,ONE WREN,IMO9784776,7KBS,90,5,14.9,90,A
431888000,2021-11-01 14:05:11,40.67078,-74.0797,0.0,27.1,298,ONE WREN,IMO9784776,7KBS,90,5,14.9,90,A
431888000,2021-11-01 14:08:11,40.67092,-74.07956999999998,0.0,65.4,298,ONE WREN,IMO9784776,7KBS,90,5,14.9,90,A
431888000,2021-11-01 14:11:11,40.67085,-74.07954000000002,0.0,48.9,298,ONE WREN,IMO9784776,7KBS,90,5,14.9,90,A
431888000,2021-11-01 14:14:11,40.67089,-74.07966,0.0,48.9,298,ONE WREN,IMO9784776,7KBS,90,5,14.9,90,A
431888000,2021-11-01 14:17:11,40.67091,-74.07956999999998,0.0,48.9,298,ONE WREN,IMO9784776,7KBS,90,5,14.9,90,A
431888000,2021-11-01 14:20:11,40.67086,-74.07951,0.0,314.2,298,ONE WREN,IMO9784776,7KBS,90,5,14.9,90,A
431888000,2021-11-01 14:23:11,40.67092,-74.07961999999998,0.0,289.0,298,ONE WREN,IMO9784776,7KBS,90,5,14.9,90,A
431888000,2021-11-01 14:26:11,40.67089,-74.07959,0.0,289.0,298,ONE WREN,IMO9784776,7KBS,90,5,14.9,90,A
431888000,2021-11-01 14:29:11,40.67088,-74.07965,0.0,329.0,298,ONE WREN,IMO9784776,7KBS,90,5,14.9,90,A
431888000,2021-11-01 14:59:11,40.67094,-74.07959,0.0,154.7,298,ONE WREN,IMO9784776,7KBS,90,5,14.9,90,A
431888000,2021-11-01 15:02:11,40.67092,-74.07953,0.0,154.7,298,ONE WREN,IMO9784776,7KBS,90,5,14.9,90,A
431888000,2021-11-01 15:05:11,40.67087,-74.07963000000002,0.0,154.7,298,ONE WREN,IMO9784776,7KBS,90,5,14.9,90,A
431888000,2021-11-01 15:08:25,40.67082,-74.07955,0.0,167.0,298,ONE WREN,IMO9784776,7KBS,90,5,14.9,90,A
431888000,2021-11-01 15:11:26,40.67101,-74.07949,0.0,177.1,298,ONE WREN,IMO9784776,7KBS,90,5,14.9,90,A
431888000,2021-11-01 15:14:26,40.67091,-74.07951,0.0,149.5,298,ONE WREN,IMO9784776,7KBS,90,5,14.9,90,A
431888000,2021-11-01 15:17:26,40.67087,-74.07954000000002,0.0,149.5,298,ONE WREN,IMO9784776,7KBS,90,5,14.9,90,A
431888000,2021-11-01 15:20:26,40.67086,-74.0796,0.0,149.5,298,ONE WREN,IMO9784776,7KBS,90,5,14.9,90,A
431888000,2021-11-01 15:23:26,40.67086,-74.07956999999998,0.0,149.5,298,ONE WREN,IMO9784776,7KBS,90,5,14.9,90,A
431888000,2021-11-01 15:26:26,40.67093,-74.0796,0.0,156.9,298,ONE WREN,IMO9784776,7KBS,90,5,14.9,90,A
431888000,2021-11-01 15:29:26,40.67088,-74.07956999999998,0.0,156.9,298,ONE WREN,IMO9784776,7KBS,90,5,14.9,90,A
431888000,2021-11-01 15:32:26,40.67088,-74.07956,0.0,156.9,298,ONE WREN,IMO9784776,7KBS,90,5,14.9,90,A
