MMSI,BaseDateTi,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo,Transceive
565762000,2021-11-06 08:31:32,40.5739,-74.03268,12.5,347.7,348,MAERSK TAURUS,IMO9334674,9VFV4,70,0,331.0,43.0,14.5,71,A
565762000,2021-11-06 08:32:41,40.57766,-74.0337,11.7,348.3,348,MAERSK TAURUS,IMO9334674,9VFV4,70,0,331.0,43.0,14.5,71,A
565762000,2021-11-06 08:33:52,40.58132,-74.03465,10.7,348.8,348,MAERSK TAURUS,IMO9334674,9VFV4,70,0,331.0,43.0,14.5,71,A
565762000,2021-11-06 08:35:02,40.58459000000001,-74.03554,9.9,348.5,348,MAERSK TAURUS,IMO9334674,9VFV4,70,0,331.0,43.0,14.5,71,A
565762000,2021-11-06 08:36:12,40.58756,-74.03631999999998,9.2,348.8,347,MAERSK TAURUS,IMO9334674,9VFV4,70,0,331.0,43.0,14.5,71,A
565762000,2021-11-06 08:37:22,40.5904,-74.03708,8.5,346.9,344,MAERSK TAURUS,IMO9334674,9VFV4,70,0,331.0,43.0,14.5,71,A
565762000,2021-11-06 08:38:23,40.5926,-74.03783,7.9,345.4,344,MAERSK TAURUS,IMO9334674,9VFV4,70,0,331.0,43.0,14.5,71,A
565762000,2021-11-06 08:39:32,40.59497,-74.03862,7.5,346.1,344,MAERSK TAURUS,IMO9334674,9VFV4,70,0,331.0,43.0,14.5,71,A
565762000,2021-11-06 08:40:42,40.59721,-74.0393,7.3,345.6,345,MAERSK TAURUS,IMO9334674,9VFV4,70,0,331.0,43.0,14.5,71,A
565762000,2021-11-06 08:41:51,40.59956,-74.03994,7.7,348.0,341,MAERSK TAURUS,IMO9334674,9VFV4,70,0,331.0,43.0,14.5,71,A
565762000,2021-11-06 08:43:02,40.60216,-74.04085,8.4,344.2,339,MAERSK TAURUS,IMO9334674,9VFV4,70,0,331.0,43.0,14.5,71,A
565762000,2021-11-06 08:44:11,40.60475,-74.04189000000002,8.5,343.1,339,MAERSK TAURUS,IMO9334674,9VFV4,70,0,331.0,43.0,14.5,71,A
565762000,2021-11-06 08:45:22,40.60735,-74.04276999999998,8.7,339.8,339,MAERSK TAURUS,IMO9334674,9VFV4,70,0,331.0,43.0,14.5,71,A
565762000,2021-11-06 08:46:32,40.61014,-74.04422,8.7,339.9,341,MAERSK TAURUS,IMO9334674,9VFV4,70,0,331.0,43.0,14.5,71,A
565762000,2021-11-06 08:47:42,40.61292,-74.0454,9.0,344.2,344,MAERSK TAURUS,IMO9334674,9VFV4,70,0,331.0,43.0,14.5,71,A
565762000,2021-11-06 08:48:52,40.61568,-74.0464,8.7,344.2,344,MAERSK TAURUS,IMO9334674,9VFV4,70,0,331.0,43.0,14.5,71,A
565762000,2021-11-06 08:50:01,40.61825,-74.04736,8.4,344.1,344,MAERSK TAURUS,IMO9334674,9VFV4,70,0,331.0,43.0,14.5,71,A
565762000,2021-11-06 08:51:11,40.62081,-74.0483,8.1,345.2,344,MAERSK TAURUS,IMO9334674,9VFV4,70,0,331.0,43.0,14.5,71,A
565762000,2021-11-06 08:52:22,40.62335,-74.04921,7.8,344.8,345,MAERSK TAURUS,IMO9334674,9VFV4,70,0,331.0,43.0,14.5,71,A
565762000,2021-11-06 08:53:32,40.62574,-74.05005,7.6,345.1,345,MAERSK TAURUS,IMO9334674,9VFV4,70,0,331.0,43.0,14.5,71,A
565762000,2021-11-06 08:54:42,40.62808,-74.05085,7.5,344.3,345,MAERSK TAURUS,IMO9334674,9VFV4,70,0,331.0,43.0,14.5,71,A
565762000,2021-11-06 08:55:51,40.63041,-74.05161,7.3,345.8,344,MAERSK TAURUS,IMO9334674,9VFV4,70,0,331.0,43.0,14.5,71,A
565762000,2021-11-06 08:57:01,40.6327,-74.05244,7.2,344.7,345,MAERSK TAURUS,IMO9334674,9VFV4,70,0,331.0,43.0,14.5,71,A
565762000,2021-11-06 08:58:11,40.63494,-74.05326,7.1,342.7,345,MAERSK TAURUS,IMO9334674,9VFV4,70,0,331.0,43.0,14.5,71,A
565762000,2021-11-06 08:59:21,40.63714,-74.05416,7.0,342.5,345,MAERSK TAURUS,IMO9334674,9VFV4,70,0,331.0,43.0,14.5,71,A
565762000,2021-11-06 09:00:01,40.63834,-74.05469000000002,6.9,340.4,345,MAERSK TAURUS,IMO9334674,9VFV4,70,0,331.0,43.0,14.5,71,A
565762000,2021-11-06 09:01:11,40.64043,-74.05558,6.6,343.2,341,MAERSK TAURUS,IMO9334674,9VFV4,70,0,331.0,43.0,14.5,71,A
565762000,2021-11-06 09:02:21,40.64252000000001,-74.05677,7.0,330.3,329,MAERSK TAURUS,IMO9334674,9VFV4,70,0,331.0,43.0,14.5,71,A
565762000,2021-11-06 09:03:31,40.64438,-74.05851,7.3,318.4,317,MAERSK TAURUS,IMO9334674,9VFV4,70,0,331.0,43.0,14.5,71,A
565762000,2021-11-06 09:04:32,40.64574,-74.06062,7.8,304.4,310,MAERSK TAURUS,IMO9334674,9VFV4,70,0,331.0,43.0,14.5,71,A
565762000,2021-11-06 09:05:42,40.64718,-74.06351,8.2,303.2,304,MAERSK TAURUS,IMO9334674,9VFV4,70,0,331.0,43.0,14.5,71,A
565762000,2021-11-06 09:06:52,40.64855,-74.06653,8.2,296.0,293,MAERSK TAURUS,IMO9334674,9VFV4,70,0,331.0,43.0,14.5,71,A
565762000,2021-11-06 09:08:01,40.64957,-74.06966,8.0,292.7,287,MAERSK TAURUS,IMO9334674,9VFV4,70,0,331.0,43.0,14.5,71,A
565762000,2021-11-06 09:09:11,40.65041,-74.07278000000002,7.8,286.9,280,MAERSK TAURUS,IMO9334674,9VFV4,70,0,331.0,43.0,14.5,71,A
