MMSI,Status,turn,SOG,LON,LAT,COG,Heading,BaseDateTi,IMO
218565000,0,-4,6.8,103.615,1.20843,105.1,105,2021-11-06 22:15:51,9613006
218565000,0,4,6.9,103.61593,1.20818,104.6,105,2021-11-06 22:16:21,9613006
218565000,0,0,7.2,103.6178,1.20764,105.3,106,2021-11-06 22:17:21,9613006
218565000,0,0,7.7,103.62186,1.20645,106.9,106,2021-11-06 22:19:21,9613006
218565000,0,0,7.8,103.62289,1.20613,107.3,106,2021-11-06 22:20:13,9613006
218565000,0,0,7.8,103.62394,1.20581,107.8,106,2021-11-06 22:20:21,9613006
218565000,0,0,7.9,103.62602,1.20513,108.8,106,2021-11-06 22:21:21,9613006
218565000,0,-13,8.0,103.62993,1.20373,107.9,102,2021-11-06 22:23:11,9613006
218565000,0,-6,7.8,103.6324,1.20314,100.7,96,2021-11-06 22:24:20,9613006
218565000,0,0,7.8,103.63639,1.20254,97.7,95,2021-11-06 22:26:11,9613006
218565000,0,0,7.8,103.63671,1.2025,97.5,95,2021-11-06 22:26:20,9613006
218565000,0,0,7.8,103.63783,1.20236,97.5,95,2021-11-06 22:26:51,9613006
218565000,0,4,7.8,103.63886,1.20222,97.7,95,2021-11-06 22:27:20,9613006
218565000,0,-11,7.8,103.64102,1.20192,96.3,92,2021-11-06 22:28:20,9613006
218565000,0,-4,7.6,103.64502,1.20169,92.6,90,2021-11-06 22:30:12,9613006
218565000,0,-11,6.8,103.64902,1.20173,83.6,80,2021-11-06 22:32:12,9613006
218565000,0,-15,6.1,103.65228,1.20234,74.8,73,2021-11-06 22:34:02,9613006
218565000,0,4,5.7,103.65555,1.20363,66.8,70,2021-11-06 22:36:12,9613006
218565000,0,0,5.7,103.65579,1.20374,66.8,70,2021-11-06 22:36:21,9613006
218565000,0,-5,5.5,103.6587,1.20492,68.7,70,2021-11-06 22:38:21,9613006
218565000,0,-5,5.5,103.6587,1.20492,68.7,70,2021-11-06 22:38:21,9613006
218565000,0,4,5.3,103.66432,1.20731,65.9,70,2021-11-06 22:42:21,9613006
218565000,0,4,5.3,103.66683,1.20846,65.4,70,2021-11-06 22:44:12,9613006
218565000,0,4,5.2,103.6682,1.20906,66.7,70,2021-11-06 22:45:12,9613006
218565000,0,-4,5.2,103.66957,1.20962,68.4,70,2021-11-06 22:46:12,9613006
218565000,0,-10,5.2,103.67372,1.21117,69.9,68,2021-11-06 22:49:12,9613006
218565000,0,-5,5.1,103.67506,1.21172,67.0,65,2021-11-06 22:50:12,9613006
218565000,0,0,5.1,103.67638,1.2123,65.8,64,2021-11-06 22:51:12,9613006
218565000,0,-4,5.1,103.67767,1.21288,66.2,65,2021-11-06 22:52:11,9613006
218565000,0,-5,5.1,103.67787,1.21297,66.5,65,2021-11-06 22:52:20,9613006
218565000,0,-4,5.1,103.68291,1.21517,67.2,65,2021-11-06 22:56:11,9613006
218565000,0,0,5.1,103.68315,1.21528,67.0,65,2021-11-06 22:56:22,9613006
218565000,0,0,5.1,103.68644,1.21665,67.7,65,2021-11-06 22:58:51,9613006
218565000,0,0,5.1,103.68714,1.21694,68.0,65,2021-11-06 22:59:22,9613006
218565000,0,-5,5.1,103.68849,1.21748,68.2,64,2021-11-06 23:00:22,9613006
218565000,0,-12,5.0,103.69087,1.21852,63.4,59,2021-11-06 23:02:12,9613006
218565000,0,-12,5.0,103.6911,1.21864,62.6,58,2021-11-06 23:02:22,9613006
218565000,0,0,4.8,103.69321,1.21997,56.9,55,2021-11-06 23:04:12,9613006
218565000,0,-4,4.8,103.69339,1.22009,56.0,55,2021-11-06 23:04:21,9613006
218565000,0,-4,4.9,103.69565,1.22166,55.3,55,2021-11-06 23:06:21,9613006
218565000,0,0,4.9,103.69679,1.22246,55.2,55,2021-11-06 23:07:21,9613006
218565000,0,4,6.2,103.70455,1.22811,53.5,55,2021-11-06 23:13:51,9613006
218565000,0,0,6.5,103.70576,1.22902,53.3,55,2021-11-06 23:14:40,9613006
218565000,0,0,6.8,103.70677,1.22978,53.1,55,2021-11-06 23:15:21,9613006
218565000,0,0,7.5,103.70999,1.23215,53.8,55,2021-11-06 23:17:20,9613006
218565000,0,-9,7.8,103.71347,1.23471,53.8,54,2021-11-06 23:19:20,9613006
218565000,0,0,7.9,103.7152,1.2361,49.2,50,2021-11-06 23:20:20,9613006
218565000,0,0,8.1,103.7169,1.23764,48.0,50,2021-11-06 23:21:21,9613006
218565000,0,0,8.2,103.71771,1.23838,47.4,50,2021-11-06 23:22:13,9613006
218565000,0,10,8.2,103.71859,1.23917,47.8,51,2021-11-06 23:22:21,9613006
218565000,0,13,7.9,103.71941,1.23989,50.1,54,2021-11-06 23:23:13,9613006
218565000,0,9,7.0,103.72347,1.2426,59.0,61,2021-11-06 23:25:11,9613006
218565000,0,10,6.8,103.72515,1.24352,62.8,66,2021-11-06 23:26:12,9613006
218565000,0,9,6.7,103.72543,1.24367,63.3,66,2021-11-06 23:26:21,9613006
218565000,0,12,6.3,103.72857,1.2448,76.8,79,2021-11-06 23:28:11,9613006
218565000,0,12,6.2,103.72884,1.24486,78.1,81,2021-11-06 23:28:22,9613006
218565000,0,5,5.9,103.73223,1.24513,90.0,89,2021-11-06 23:30:22,9613006
218565000,0,4,5.8,103.73387,1.24509,92.1,90,2021-11-06 23:31:22,9613006
218565000,0,-6,5.3,103.73542,1.245,92.8,89,2021-11-06 23:32:22,9613006
218565000,0,-10,5.0,103.73686,1.24497,90.3,86,2021-11-06 23:33:22,9613006
218565000,0,-8,4.5,103.73819,1.24503,85.5,81,2021-11-06 23:34:22,9613006
218565000,0,4,4.5,103.74138,1.24546,81.2,80,2021-11-06 23:36:52,9613006
218565000,0,-4,4.4,103.74202,1.24559,81.3,80,2021-11-06 23:37:22,9613006
218565000,0,0,3.7,103.74534,1.2461,81.6,79,2021-11-06 23:40:21,9613006
218565000,0,0,3.5,103.74632,1.24624,81.6,79,2021-11-06 23:41:21,9613006
218565000,0,0,3.2,103.74726,1.24637,81.6,79,2021-11-06 23:42:21,9613006
218565000,0,0,3.0,103.74814,1.24649,81.3,79,2021-11-06 23:43:21,9613006
218565000,0,0,2.6,103.74961,1.24675,81.6,80,2021-11-06 23:45:12,9613006
218565000,0,0,2.6,103.74971,1.24675,81.4,80,2021-11-06 23:45:21,9613006
218565000,0,0,2.3,103.75095,1.24694,81.2,80,2021-11-06 23:47:12,9613006
218565000,0,0,2.1,103.75156,1.24703,80.6,79,2021-11-06 23:48:12,9613006
218565000,0,0,1.9,103.75275,1.24727,78.7,79,2021-11-06 23:50:21,9613006
218565000,0,0,1.7,103.75359,1.24744,77.3,79,2021-11-06 23:52:01,9613006
218565000,0,0,1.6,103.75442,1.24763,77.0,80,2021-11-06 23:54:13,9613006
218565000,0,-5,1.5,103.755,1.24776,76.8,80,2021-11-06 23:55:11,9613006
