MMSI,Status,turn,SOG,LON,LAT,COG,Heading,BaseDateTi,IMO
215173000,0,0,6.8,103.84675,1.20632,252.3,260,2021-11-05 07:26:33,9706889
215173000,0,0,7.7,103.8411,1.20553,268.6,272,2021-11-05 07:29:02,9706889
215173000,0,0,7.9,103.83818,1.20563,274.2,277,2021-11-05 07:30:22,9706889
215173000,0,0,7.4,103.83512,1.20603,279.4,282,2021-11-05 07:31:52,9706889
215173000,0,0,7.1,103.83288,1.20653,283.7,285,2021-11-05 07:33:00,9706889
215173000,0,0,7.0,103.83218,1.2067,283.5,285,2021-11-05 07:33:22,9706889
215173000,0,0,7.0,103.83128,1.20692,283.3,285,2021-11-05 07:33:52,9706889
215173000,0,0,6.8,103.82848,1.2076,284.1,285,2021-11-05 07:35:22,9706889
215173000,0,0,6.7,103.82735,1.20788,284.0,285,2021-11-05 07:36:00,9706889
215173000,0,0,6.7,103.8258,1.20828,284.3,285,2021-11-05 07:36:52,9706889
215173000,0,0,6.9,103.82487,1.20852,284.3,285,2021-11-05 07:37:22,9706889
215173000,0,0,7.2,103.8239,1.20877,283.8,285,2021-11-05 07:37:52,9706889
215173000,0,0,7.3,103.82363,1.20883,283.8,285,2021-11-05 07:38:00,9706889
215173000,0,0,7.7,103.82253,1.2091,283.7,285,2021-11-05 07:38:32,9706889
215173000,0,0,8.2,103.82072,1.20955,283.6,285,2021-11-05 07:39:22,9706889
215173000,0,0,8.2,103.81932,1.20988,284.0,285,2021-11-05 07:40:00,9706889
215173000,0,0,8.1,103.81743,1.21035,284.1,285,2021-11-05 07:40:52,9706889
215173000,0,0,8.1,103.8171,1.21043,283.5,285,2021-11-05 07:41:01,9706889
215173000,0,0,8.0,103.81678,1.21052,283.5,285,2021-11-05 07:41:10,9706889
215173000,0,0,8.0,103.81642,1.2106,284.0,285,2021-11-05 07:41:21,9706889
215173000,0,0,7.9,103.81318,1.21137,283.5,287,2021-11-05 07:42:51,9706889
215173000,0,0,7.8,103.81075,1.21205,286.8,291,2021-11-05 07:44:01,9706889
215173000,0,0,7.7,103.80837,1.2129,291.0,296,2021-11-05 07:45:12,9706889
