MMSI,Status,turn,SOG,LON,LAT,COG,Heading,BaseDateTi,IMO
564030000,0,127,7.6,103.82921,1.21013,285.6,296,2021-11-05 17:56:15,9112698
564030000,0,127,6.3,103.82744,1.21098,308.1,322,2021-11-05 17:57:16,9112698
564030000,0,127,6.2,103.82729,1.21113,311.3,324,2021-11-05 17:57:23,9112698
564030000,0,0,4.1,103.82362,1.21713,322.2,323,2021-11-05 18:02:35,9112698
564030000,0,0,4.1,103.82315,1.21773,320.1,323,2021-11-05 18:03:15,9112698
564030000,0,0,3.8,103.82171,1.21946,320.2,323,2021-11-05 18:05:15,9112698
564030000,0,0,3.4,103.81855,1.22317,310.5,327,2021-11-05 18:10:25,9112698
564030000,0,127,3.5,103.81789,1.22385,316.2,344,2021-11-05 18:11:25,9112698
564030000,0,127,3.3,103.81742,1.22455,334.2,3,2021-11-05 18:12:19,9112698
564030000,0,127,2.9,103.81723,1.22533,356.3,19,2021-11-05 18:13:15,9112698
564030000,0,0,2.4,103.81795,1.22766,29.5,3,2021-11-05 18:16:26,9112698
564030000,1,0,0.0,103.81872,1.22758,0.1,2,2021-11-05 18:40:44,9112698
564030000,1,0,0.0,103.81984,1.22764,0.1,3,2021-11-05 21:01:45,9112698
564030000,1,0,0.0,103.81969,1.22764,0.1,3,2021-11-05 21:34:45,9112698
564030000,1,0,0.0,103.81972,1.22765,0.1,3,2021-11-05 21:55:45,9112698
564030000,1,0,0.0,103.81987,1.22802,0.1,3,2021-11-05 22:49:45,9112698
564030000,1,127,0.7,103.81836,1.22786,270.0,1,2021-11-06 01:07:44,9112698
564030000,1,0,0.2,103.81823,1.22879,0.1,9,2021-11-06 01:19:44,9112698
564030000,1,0,0.0,103.81847,1.22816,0.1,5,2021-11-06 01:37:44,9112698
564030000,1,0,0.0,103.81857,1.22806,0.1,4,2021-11-06 01:40:44,9112698
564030000,1,0,0.0,103.81988,1.22782,0.1,3,2021-11-06 02:19:44,9112698
564030000,1,0,0.0,103.8208,1.2287,0.1,2,2021-11-06 04:34:44,9112698
564030000,1,0,0.0,103.82073,1.22883,0.1,2,2021-11-06 04:52:44,9112698
564030000,1,0,0.0,103.82079,1.22884,0.1,2,2021-11-06 04:55:44,9112698
564030000,1,0,0.0,103.82062,1.22855,0.1,2,2021-11-06 05:16:44,9112698
564030000,1,0,0.0,103.82066,1.22853,0.1,2,2021-11-06 05:19:44,9112698
564030000,1,0,0.0,103.82066,1.22843,0.1,2,2021-11-06 05:37:45,9112698
564030000,1,0,0.2,103.82056,1.22824,0.1,2,2021-11-06 05:46:45,9112698
564030000,1,0,0.0,103.82048,1.22805,0.1,2,2021-11-06 05:49:45,9112698
564030000,1,0,0.0,103.8205,1.22794,0.1,2,2021-11-06 06:46:45,9112698
564030000,1,0,0.0,103.82055,1.22796,0.1,2,2021-11-06 07:10:45,9112698
564030000,1,0,0.0,103.82043,1.22794,0.1,2,2021-11-06 07:28:45,9112698
564030000,1,0,0.0,103.82054,1.22791,0.1,2,2021-11-06 07:37:45,9112698
564030000,1,0,0.0,103.8205,1.22793,0.1,2,2021-11-06 07:52:44,9112698
564030000,1,0,0.0,103.82058,1.22794,0.1,2,2021-11-06 07:58:45,9112698
564030000,1,0,0.0,103.82057,1.22799,0.1,2,2021-11-06 08:04:45,9112698
564030000,1,0,0.0,103.82052,1.22796,0.1,2,2021-11-06 08:07:45,9112698
564030000,1,0,0.0,103.82049,1.22789,0.1,2,2021-11-06 08:13:44,9112698
564030000,1,0,0.0,103.82058,1.22792,0.1,2,2021-11-06 08:19:44,9112698
